BIN LOCATION,SKU
A8-S2-B7     ,4MSS2369-06-XXL
A8-S2-B7     ,4MSS2369-06-XL
A8-S2-B7     ,4MSS1835-02-XXL
A8-S2-B7     ,4MSS3143-09-XL
A8-S2-B7     ,4MSS2469-01-L
A8-S2-B7     ,4MSS1221-03-L
A8-S2-B7     ,4MSS3468-02-XL
A8-S2-B7     ,4MSS1835-03-M
A8-S2-B7     ,4MSS1108-01-XXL
A8-S2-B7     ,4MSS1835-03-XL
A8-S2-B8,4MSD3639-01-36
A8-S2-B8,4MSD3639-03-30
A8-S2-B8,4MSD3639-03-32
A8-S2-B8,4MSD3639-03-30
A8-S2-B8,4MSD4024-03-32
A8-S2-B8,4MSD4024-03-34
A8-S2-B8,4MST2228-01-XL
A8-S2-B8,4MST2021-11-XL
A8-S2-B8,4MST2331-03-XXL
A8-S2-B8,4MST2331-03-XXL
A8-S2-B9,4MSD3639-01-36
A8-S2-B9,4MSO4569-02-30
A8-S2-B9,4MSO4569-02-30
A8-S2-B9,4MSD4024-03-34
A8-S2-B9,4MSD4024-03-32
A8-S2-B9,4MSD3819-01-34
A8-S2-B9,4MSD3639-03-32
A8-S2-B9,4MSD3819-01-34
A8-S2-B9,4MSD3819-01-36
A8-S2-B9,4MSD3819-01-36
A8-S2-B9,4MSR5089-07-32
A8-S2-B9,4MSR5102-06-38
A8-S2-B9,4MSR5102-02-38
A8-S4-B4,4MSR5089-07-32
A8-S4-B4,4MSR5081-04-38
A8-S4-B4,4MSR5081-01-34
A8-S4-B4,4MSR5162-01-30
A8-S4-B4,4MSR5081-01-34
A8-S4-B4,4MSR5162-01-30
A8-S4-B4,4MSR5102-06-38
A8-S4-B4,4MSR5081-04-38
A8-S4-B4,4MSS2625-01-XL
A8-S4-B4,4MSS2625-03-S
A8-S4-B4,4MSS2625-03-S
A8-S4-B4,4MSS2625-01-XL
A8-S5-B4,4MST2450-02-XL
A8-S5-B4,4MST2275-05-XL
A8-S5-B4,4MST2275-05-XL
A8-S5-B4,4MST2331-02-XXL
A8-S5-B4,4MST2331-02-L
A8-S5-B4,4MST2531-01-XL
A8-S5-B4,4MST2531-01-XL
A8-S5-B4,4MST2707-08-S
A8-S5-B4,4MST2707-08-XS
A8-S5-B4,4MST2673-02-L
A8-S5-B4,4MST2673-02-L
A8-S5-B4,4MST2571-05-XS
A8-S5-B5,4MSS2335-03-XXL
A8-S5-B5,4MSS3468-03-M
A8-S5-B5,4MSS2335-03-XXL
A8-S5-B5,4MSS3468-03-M
A8-S5-B5,4MSS1835-03-XL
A8-S5-B5,4MSS3468-03-L
A8-S5-B5,4MSS2469-03-XL
A8-S5-B5,4MST2021-11-XL
A8-S5-B5,4MST2275-05-M
A8-S5-B5,4MST2275-05-M
A8-S5-B6,4MSS1221-03-XXL
A8-S5-B6,4MSS1221-03-XXL
A8-S5-B6,4MST2228-01-XL
A8-S5-B6,4MST2228-01-L
A8-S5-B6,4MST2673-02-XS
A8-S5-B6,4MST2673-02-XS
A8-S5-B6,4MST2450-02-XL
A8-S5-B6,4MST2331-02-XXL
A8-S5-B6,4MST2331-02-L
A8-S5-B6,4MST2707-08-S
A8-S5-B6,4MST2036-01-XL
A8-S5-B6,4MST2036-01-XL
A8-S5-B6,4MST2571-05-XS
A5-S5-B1,4MTP0019-04-36
A5-S5-B1,4MTP0045-04-32
A5-S5-B1,4MTP0045-04-32
A5-S5-B1,4MTP0045-04-34
A5-S5-B1,4MTP0045-04-34
A5-S5-B1,4MTP0045-01-30
A5-S5-B1,4MTP0045-01-30
A5-S5-B1,4MSR5290-01-28
A5-S5-B1,4MSR5081-04-36
A5-S5-B1,4MSR5195-03-32
A5-S5-B1,4MSR5081-02-32
A5-S5-B2,4MSO4516-01-32
A5-S5-B2,4MSO4516-01-32
A5-S5-B2,4MSO4564-04-30
A5-S5-B2,4MSO4566-04-36
A5-S5-B2,4MSO4665-02-28
A5-S5-B2,4MSO4566-04-36
A5-S5-B2,4MSO4535-02-28
A5-S5-B2,4MSO4566-04-34
A5-S5-B2,4MSO4535-02-28
A5-S5-B2,4MSO4566-04-34
A5-S5-B2,4MSR5089-07-30
A5-S5-B2,4MSR5089-07-30
A5-S5-B2,4MSR5013-03-38
A5-S5-B3,4MSR5102-06-36
A5-S5-B3,4MSR5102-06-36
A5-S5-B3,4MSR5195-03-34
A5-S5-B3,4MSR5290-01-38
A5-S5-B3,4MSR5081-02-32
A5-S5-B3,4MSR5081-01-32
A5-S5-B3,4MSR5013-03-38
A5-S5-B3,4MSO4665-02-28
A5-S5-B3,4MSR5290-01-28
A5-S5-B3,4MSR5290-01-38
A5-S5-B3,4MSR5081-01-32
A5-S4-S3,4MSO4516-01-34
A5-S4-S3,4MSO4516-01-34
A5-S4-S3,4MSR5102-01-38
A5-S4-S3,4MSR5102-01-38
A5-S4-S3,4MSR5195-03-34
A5-S4-S3,4MSR5195-03-32
A5-S4-S3,4MSO4564-04-30
A5-S4-S3,4MSO4564-04-32
A5-S4-S3,4MSO4564-04-32
,4MSO4516-01-30
